ORF,Gene,Ch,Mean,sd,Mean,sd,3153A,p.paired,3153A,sd,start,end,strand,
orf19.1336.2,,7,4546.0 ,0.059 ,5792.7 ,0.059 ,1.3 ,0.041403614,1.0 ,0.059 ,744395,744694,W,
orf19.1336,PUP3,7,58.8 ,0.062 ,85.4 ,0.062 ,1.0 ,0.842306317,1.0 ,0.062 ,745555,744935,C,
orf19.1335,,7,996.9 ,0.046 ,832.0 ,0.046 ,0.8 ,0.422792965,1.0 ,0.046 ,749033,745845,C,
orf19.1334,,7,91.6 ,0.044 ,73.7 ,0.044 ,1.0 ,0.723026581,1.0 ,0.044 ,751269,749305,C,
orf19.1333,SNG3,7,231.1 ,0.069 ,259.1 ,0.069 ,1.1 ,0.703308757,1.0 ,0.069 ,755677,753848,C,
orf19.1332,SNG4,7,949.4 ,0.052 ,628.1 ,0.052 ,0.7 ,0.022965124,1.0 ,0.052 ,756801,758462,W,
orf19.1331,HSM3,7,865.7 ,0.061 ,1118.2 ,0.061 ,1.3 ,0.196633994,1.0 ,0.061 ,759975,758557,C,
orf19.1330,,7,278.5 ,0.075 ,207.1 ,0.075 ,0.7 ,0.182042548,1.0 ,0.075 ,762348,764168,W,
orf19.6704,,7,377.9 ,0.106 ,294.3 ,0.106 ,0.8 ,0.355285948,1.1 ,0.106 ,765240,765917,W,
orf19.6705,,7,603.5 ,0.074 ,419.7 ,0.074 ,0.7 ,0.184548243,1.0 ,0.074 ,771047,774184,W,
orf19.6706,GYP7,7,2002.0 ,0.062 ,2555.0 ,0.062 ,1.3 ,0.116589809,1.0 ,0.062 ,774942,777272,W,
orf19.6707,,7,732.0 ,0.056 ,864.8 ,0.056 ,1.2 ,0.278471639,1.1 ,0.056 ,777712,778878,W,
orf19.6684,PNC1,7,658.3 ,0.173 ,746.2 ,0.173 ,1.1 ,0.336880019,1.1 ,0.173 ,779738,780472,W,
orf19.6685,ISY1,7,397.3 ,0.073 ,446.1 ,0.073 ,1.1 ,0.221192662,1.0 ,0.073 ,781300,780500,C,
orf19.6686,ENP2,7,1891.1 ,0.061 ,1683.3 ,0.061 ,0.9 ,0.202387918,1.0 ,0.061 ,783847,781595,C,
orf19.6687,,7,69.7 ,0.053 ,77.8 ,0.053 ,1.0 ,0.128608495,1.0 ,0.053 ,786232,784229,C,
orf19.6688,,7,2753.1 ,0.094 ,1868.5 ,0.094 ,0.7 ,0.17300588,1.0 ,0.094 ,789512,790492,W,
orf19.6689,ARG4,7,1373.1 ,0.064 ,2233.5 ,0.064 ,1.6 ,0.925742475,1.0 ,0.064 ,792083,793489,W,
orf19.6690,,7,26.0 ,0.096 ,22.2 ,0.096 ,1.0 ,0.388845197,1.1 ,0.096 ,795818,793740,C,
orf19.6691,,7,2058.9 ,0.038 ,1386.5 ,0.038 ,0.7 ,0.163716587,1.0 ,0.038 ,798693,796834,C,
orf19.6692,MNN7,7,150.4 ,0.039 ,81.7 ,0.039 ,0.5 ,0.044301122,1.0 ,0.039 ,800431,802701,W,
orf19.6693,,7,592.7 ,0.040 ,659.1 ,0.040 ,1.1 ,0.090893915,1.0 ,0.040 ,806381,802950,C,
orf19.6694,,7,288.6 ,0.059 ,260.6 ,0.059 ,0.9 ,0.901694539,1.1 ,0.059 ,808696,806717,C,
orf19.6696,TIM9,7,817.7 ,0.024 ,884.3 ,0.024 ,1.1 ,0.768905293,1.0 ,0.024 ,809485,809122,C,
orf19.6698,,7,247.9 ,0.049 ,223.5 ,0.049 ,0.9 ,0.799712997,1.0 ,0.049 ,811253,809784,C,
orf19.6699,,7,166.1 ,0.051 ,192.8 ,0.051 ,1.2 ,0.300175211,1.0 ,0.051 ,811518,812474,W,
orf19.6701,,7,4918.5 ,0.040 ,4576.1 ,0.040 ,0.9 ,0.1935912,1.0 ,0.040 ,815015,812940,C,
orf19.6702,DED81,7,2345.9 ,0.076 ,2720.2 ,0.076 ,1.2 ,0.071663055,1.0 ,0.076 ,815457,817115,W,
orf19.6703,,7,658.7 ,0.074 ,539.7 ,0.074 ,0.8 ,0.328390444,1.0 ,0.074 ,817601,819442,W,
orf19.5508,,7,151.4 ,0.058 ,206.5 ,0.058 ,1.4 ,0.351666655,1.0 ,0.058 ,820514,821224,W,
orf19.5507,ENP1,7,1108.9 ,0.040 ,1079.4 ,0.040 ,1.0 ,0.847720245,1.0 ,0.040 ,824034,822607,C,
orf19.5506,PLC1,7,363.5 ,0.033 ,331.1 ,0.033 ,0.9 ,0.133796121,1.0 ,0.033 ,827626,824324,C,
orf19.5505,HIS7,7,4324.7 ,0.038 ,4020.8 ,0.038 ,0.9 ,0.548579314,1.0 ,0.038 ,829907,828024,C,
orf19.5504,,7,360.6 ,0.044 ,339.5 ,0.044 ,0.9 ,0.234810853,1.0 ,0.044 ,833152,830285,C,
orf19.5503,,7,50.2 ,0.083 ,70.6 ,0.083 ,1.0 ,0.283443441,1.1 ,0.083 ,835349,835020,C,
orf19.5502,,7,35.4 ,0.034 ,90.0 ,0.034 ,1.0 ,0.135544378,1.0 ,0.034 ,836280,837017,W,
orf19.5501,YAF9,7,122.1 ,0.037 ,153.4 ,0.037 ,1.3 ,0.75187165,1.0 ,0.037 ,837811,837047,C,
orf19.7204,,7,1636.6 ,0.040 ,2011.3 ,0.040 ,1.2 ,0.162566826,1.0 ,0.040 ,839595,838234,C,
orf19.7203,,7,1050.0 ,0.027 ,1296.6 ,0.027 ,1.2 ,0.841205709,1.0 ,0.027 ,840872,842041,W,
orf19.7202,,7,252.0 ,0.092 ,205.2 ,0.092 ,0.8 ,0.257136018,1.0 ,0.092 ,842364,842978,W,
orf19.7201,SLA2,7,2336.0 ,0.037 ,1987.8 ,0.037 ,0.9 ,0.081521564,1.0 ,0.037 ,843541,846732,W,
orf19.7200,,7,45.5 ,0.069 ,76.6 ,0.069 ,1.0 ,0.817634245,1.0 ,0.069 ,847360,846836,C,
orf19.7199,,7,237.0 ,0.084 ,407.9 ,0.084 ,1.7 ,0.313848962,1.0 ,0.084 ,848137,847631,C,
orf19.7198,,7,1008.6 ,0.053 ,1056.6 ,0.053 ,1.0 ,0.354665364,1.0 ,0.053 ,848780,849775,W,
orf19.7197,,7,196.7 ,0.064 ,152.4 ,0.064 ,0.8 ,0.158392054,1.0 ,0.064 ,850094,852331,W,
orf19.7196,,7,6066.0 ,0.084 ,7689.0 ,0.084 ,1.3 ,0.058069629,1.1 ,0.084 ,853153,854634,W,
orf19.7195,RAD6,7,97.0 ,0.045 ,145.1 ,0.045 ,1.5 ,0.191977945,1.0 ,0.045 ,855163,855917,W,
orf19.7194,,7,1125.1 ,0.061 ,845.0 ,0.061 ,0.8 ,0.631621802,1.1 ,0.061 ,856999,856073,C,
orf19.7193,,7,291.6 ,0.056 ,312.8 ,0.056 ,1.1 ,0.848457382,1.0 ,0.056 ,859180,857150,C,
orf19.7192,,7,63.8 ,0.036 ,84.0 ,0.036 ,1.0 ,0.385860407,1.0 ,0.036 ,859734,860063,W,
orf19.7190,OGG1,7,305.7 ,0.067 ,298.7 ,0.067 ,1.0 ,0.460351094,1.0 ,0.067 ,860197,861258,W,
orf19.7188,RPP1B,7,36275.3 ,0.046 ,27002.6 ,0.046 ,0.7 ,0.084486656,1.0 ,0.046 ,861769,861443,C,
orf19.7187,MAM33,7,2039.8 ,0.022 ,2520.5 ,0.022 ,1.2 ,0.097231215,1.0 ,0.022 ,862917,862123,C,
orf19.7186,CLB4,7,892.8 ,0.046 ,680.9 ,0.046 ,0.8 ,0.169818837,1.0 ,0.046 ,864801,863341,C,
orf19.7185,,7,112.6 ,0.068 ,160.7 ,0.068 ,1.4 ,0.110412414,1.1 ,0.068 ,867936,866479,C,
orf19.7184,,7,208.5 ,0.205 ,243.5 ,0.205 ,1.2 ,0.120864595,1.1 ,0.205 ,868566,868102,C,
orf19.7183,,7,365.1 ,0.041 ,621.5 ,0.041 ,1.7 ,0.131057511,1.0 ,0.041 ,868860,869390,W,
orf19.7182,,7,763.0 ,0.143 ,808.0 ,0.143 ,1.1 ,0.721102198,1.0 ,0.143 ,870254,869448,C,
orf19.7181,,7,388.1 ,0.088 ,491.9 ,0.088 ,1.3 ,0.27505987,1.0 ,0.088 ,870489,872147,W,
orf19.7179,,7,607.7 ,0.121 ,581.3 ,0.121 ,1.0 ,0.912952647,1.1 ,0.121 ,872321,874237,W,
orf19.7178,PRE5,7,1785.6 ,0.144 ,2838.6 ,0.144 ,1.6 ,0.010256636,1.1 ,0.144 ,875213,874362,C,
orf19.7177,KAP120,7,1185.2 ,0.073 ,1280.7 ,0.073 ,1.1 ,0.409444319,1.0 ,0.073 ,878376,875434,C,
orf19.7176,NPT1,7,790.3 ,0.075 ,897.5 ,0.075 ,1.1 ,0.3283738,1.0 ,0.075 ,879887,878622,C,
orf19.7175,HLJ1,7,540.7 ,0.107 ,619.9 ,0.107 ,1.1 ,0.306458348,1.1 ,0.107 ,880388,881383,W,
orf19.7173,,7,204.3 ,0.082 ,206.5 ,0.082 ,1.0 ,0.481613108,1.0 ,0.082 ,881593,883314,W,
orf19.7170,,7,91.2 ,0.096 ,52.9 ,0.096 ,1.0 ,0.241800896,1.1 ,0.096 ,883889,883500,C,
orf19.7167,,7,131.7 ,0.156 ,156.2 ,0.156 ,1.2 ,0.193089928,1.1 ,0.156 ,886021,885221,C,
orf19.7166,,7,5409.5 ,0.160 ,3939.6 ,0.160 ,0.7 ,0.241204025,1.1 ,0.160 ,888621,887278,C,
orf19.7165,,7,0.0 ,0.041 ,3.0 ,0.041 ,1.0 ,0.422649731,1.0 ,0.041 ,890240,889584,C,
orf19.7164,,7,851.9 ,0.116 ,698.6 ,0.116 ,0.8 ,0.267753325,1.0 ,0.116 ,890363,891457,W,
orf19.7163,,7,651.6 ,0.087 ,628.6 ,0.087 ,1.0 ,0.713648574,1.0 ,0.087 ,891606,892013,W,
orf19.7161,SUI3,7,5386.0 ,0.080 ,6734.1 ,0.080 ,1.3 ,0.082996709,1.0 ,0.080 ,892977,892132,C,
orf19.7160,,7,691.9 ,0.038 ,708.1 ,0.038 ,1.0 ,0.938094284,1.0 ,0.038 ,893852,893214,C,
orf19.7159,,7,127.9 ,0.057 ,129.5 ,0.057 ,1.0 ,0.84155399,1.0 ,0.057 ,894002,896905,W,
orf19.7158,,7,128.9 ,0.141 ,163.4 ,0.141 ,1.3 ,0.175296946,1.1 ,0.141 ,897177,898838,W,
orf19.7157,,7,15.7 ,0.095 ,0.9 ,0.095 ,1.0 ,0.189077333,1.0 ,0.095 ,898941,899760,W,
orf19.7156,FAA2-3,7,3745.5 ,0.125 ,3140.4 ,0.125 ,0.8 ,0.156003251,1.1 ,0.125 ,900108,902348,W,
orf19.7154,UTP18,7,821.9 ,0.079 ,841.4 ,0.079 ,1.0 ,0.552253639,1.1 ,0.079 ,904056,902398,C,
orf19.7153,,7,296.1 ,0.053 ,254.4 ,0.053 ,0.9 ,0.170590719,1.0 ,0.053 ,907312,904235,C,
orf19.7152,,7,3137.1 ,0.153 ,4315.5 ,0.153 ,1.4 ,0.005018945,1.1 ,0.153 ,908685,907588,C,
orf19.7151,,7,704.6 ,0.129 ,659.3 ,0.129 ,0.9 ,0.927842191,1.1 ,0.129 ,915533,915967,W,
orf19.7150,NRG1,7,7365.9 ,0.197 ,7067.1 ,0.197 ,1.0 ,0.562068744,1.1 ,0.197 ,918848,919780,W,
orf19.7149,,7,568.2 ,0.153 ,507.4 ,0.153 ,0.9 ,0.794760521,1.1 ,0.153 ,926413,924665,C,
orf19.7148,TPO2,7,790.1 ,0.169 ,575.7 ,0.169 ,0.7 ,0.338367825,1.1 ,0.169 ,928833,930524,W,
orf19.7144,,7,1640.3 ,0.129 ,1778.9 ,0.129 ,1.1 ,0.540224028,1.1 ,0.129 ,930583,932715,W,
orf19.7141,UFE1,7,1135.7 ,0.142 ,1185.3 ,0.142 ,1.0 ,0.386681313,1.1 ,0.142 ,933627,932707,C,
orf19.7140,,7,2620.7 ,0.055 ,3153.5 ,0.055 ,1.2 ,0.023028501,1.1 ,0.055 ,934426,933680,C,
orf19.7139,,7,36.1 ,0.107 ,32.4 ,0.107 ,1.0 ,0.54307228,1.1 ,0.107 ,934496,934894,W,
orf19.7136,SPT6,7,1564.9 ,0.206 ,1886.0 ,0.206 ,1.2 ,0.498730839,1.1 ,0.206 ,934914,939119,W,
orf19.7131,,7,610.5 ,0.280 ,633.4 ,0.280 ,1.0 ,0.744491477,1.2 ,0.280 ,940339,939116,C,
orf19.7130,,7,13.8 ,0.159 ,82.3 ,0.159 ,1.0 ,0.199248051,1.1 ,0.159 ,940494,940895,W,
orf19.7128,SYS1,7,263.0 ,0.257 ,297.0 ,0.257 ,1.1 ,0.611450603,1.1 ,0.257 ,941535,941029,C,
orf19.7127,TLO16,7,3642.4 ,0.049 ,5213.0 ,0.049 ,1.4 ,0.292677253,1.2 ,0.049 ,943388,942861,C,
orf19.7545,,R,158.9 ,0.023 ,129.2 ,0.023 ,0.8 ,0.0768112,1.0 ,0.023 ,6890,4884,C,
orf19.7544,TLO1,R,2778.9 ,0.047 ,3155.3 ,0.047 ,1.1 ,0.425656427,1.1 ,0.047 ,9111,9863,W,
orf19.7539,INO2,R,79.2 ,0.060 ,87.7 ,0.060 ,1.0 ,0.665768081,1.1 ,0.060 ,13684,14823,W,
orf19.7538,,R,1915.3 ,0.237 ,1447.4 ,0.237 ,0.8 ,0.022922338,1.2 ,0.237 ,16827,14971,C,
orf19.7537,BNR1,R,372.9 ,0.176 ,291.6 ,0.176 ,0.8 ,0.28816715,1.1 ,0.176 ,16909,21366,W,
orf19.7534,MIS12,R,1179.0 ,0.171 ,1074.7 ,0.171 ,0.9 ,0.494442027,1.1 ,0.171 ,21385,24462,W,
orf19.7531,,R,4002.8 ,0.182 ,5693.1 ,0.182 ,1.4 ,0.027335747,1.1 ,0.182 ,25163,24474,C,
orf19.7529,EPL1,R,1527.6 ,0.188 ,1174.5 ,0.188 ,0.8 ,0.085152142,1.1 ,0.188 ,27540,25279,C,
orf19.7527,,R,117.0 ,0.053 ,127.5 ,0.053 ,1.1 ,0.413503973,1.0 ,0.053 ,28507,30687,W,
orf19.7523,MKC1,R,365.2 ,0.182 ,625.0 ,0.182 ,1.7 ,0.012002808,1.1 ,0.182 ,32402,30873,C,
orf19.7522,,R,484.3 ,0.094 ,570.0 ,0.094 ,1.2 ,0.604039134,1.1 ,0.094 ,34247,33075,C,
orf19.7521,REP1,R,239.7 ,0.069 ,186.0 ,0.069 ,0.8 ,0.369986085,1.1 ,0.069 ,36752,38833,W,
orf19.7520,POT1,R,7399.3 ,0.126 ,7071.8 ,0.126 ,1.0 ,0.577208646,1.1 ,0.126 ,40227,39001,C,
orf19.7519,,R,520.2 ,0.017 ,734.1 ,0.017 ,1.4 ,0.066818843,1.1 ,0.017 ,41283,40843,C,
orf19.7518,ZCF38,R,508.3 ,0.117 ,578.7 ,0.117 ,1.1 ,0.678810315,1.1 ,0.117 ,41616,43364,W,
orf19.7517,CHT1,R,188.3 ,0.168 ,362.8 ,0.168 ,1.9 ,0.850415017,1.2 ,0.168 ,44739,43351,C,
orf19.7516,,R,223.3 ,0.107 ,144.7 ,0.107 ,0.6 ,0.057943571,1.1 ,0.107 ,45583,48474,W,
orf19.7514,PCK1,R,5357.5 ,0.046 ,7028.6 ,0.046 ,1.3 ,0.050628575,1.0 ,0.046 ,49655,51316,W,
orf19.7513,ALK2,R,1006.4 ,0.104 ,1705.8 ,0.104 ,1.7 ,0.213461528,1.0 ,0.104 ,52344,53912,W,
orf19.7512,,R,191.2 ,0.090 ,312.9 ,0.090 ,1.6 ,0.179543918,1.1 ,0.090 ,54836,56452,W,
orf19.7511,,R,1477.7 ,0.101 ,1306.3 ,0.101 ,0.9 ,0.393594342,1.0 ,0.101 ,56627,62170,W,
orf19.7509.2,LSM6,R,1931.2 ,0.065 ,2486.4 ,0.065 ,1.3 ,0.40924098,1.0 ,0.065 ,62271,62572,W,
orf19.7509.1,ATP17,R,4377.4 ,0.092 ,6644.1 ,0.092 ,1.5 ,0.08311818,1.0 ,0.092 ,62794,63164,W,
orf19.7510,KIN2,R,1654.3 ,0.130 ,1576.7 ,0.130 ,1.0 ,0.707138129,1.1 ,0.130 ,63737,67375,W,
orf19.7507,,R,361.5 ,0.122 ,357.1 ,0.122 ,1.0 ,0.732499315,1.1 ,0.122 ,67866,67399,C,
orf19.7506,,R,209.5 ,0.071 ,255.0 ,0.071 ,1.2 ,0.306854096,1.1 ,0.071 ,69016,67793,C,
orf19.7504,,R,1631.8 ,0.051 ,3324.1 ,0.051 ,2.0 ,0.061802196,1.1 ,0.051 ,72120,73049,W,
orf19.7503,CDA2,R,840.9 ,0.054 ,1046.7 ,0.054 ,1.2 ,0.59523833,1.0 ,0.054 ,73423,74526,W,
orf19.7502,,R,1702.5 ,0.031 ,1440.1 ,0.031 ,0.8 ,0.311348931,1.0 ,0.031 ,76707,75931,C,
orf19.7501,,R,5550.4 ,0.040 ,5896.9 ,0.040 ,1.1 ,0.242475101,1.0 ,0.040 ,83460,82153,C,
orf19.7500,PXA1,R,890.4 ,0.048 ,653.9 ,0.048 ,0.7 ,0.119519395,1.1 ,0.048 ,86206,83900,C,
orf19.7499,,R,2617.6 ,0.046 ,2190.6 ,0.046 ,0.8 ,0.259552481,1.1 ,0.046 ,88067,89272,W,
orf19.7498,LEU1,R,5878.7 ,0.061 ,6135.9 ,0.061 ,1.0 ,0.7450304,1.1 ,0.061 ,91784,89454,C,
orf19.7497,,R,418.6 ,0.065 ,430.0 ,0.065 ,1.0 ,0.349455213,1.0 ,0.065 ,92319,94898,W,
orf19.7495,,R,551.7 ,0.037 ,393.2 ,0.037 ,0.7 ,0.257008143,1.0 ,0.037 ,95291,96589,W,
orf19.7494,,R,414.7 ,0.063 ,408.1 ,0.063 ,1.0 ,0.294212953,1.0 ,0.063 ,96961,102075,W,
orf19.7492,SWC4,R,61.6 ,0.045 ,56.2 ,0.045 ,1.0 ,0.668624865,1.0 ,0.045 ,104010,102103,C,
orf19.7491,RTT109,R,229.2 ,0.089 ,278.6 ,0.089 ,1.2 ,0.18580228,1.0 ,0.089 ,104234,105313,W,
orf19.7490,,R,854.5 ,0.119 ,598.1 ,0.119 ,0.7 ,0.443128855,1.1 ,0.119 ,105871,107460,W,
orf19.7489.3,,R,1135.6 ,0.022 ,967.1 ,0.022 ,0.9 ,0.006726102,1.1 ,0.022 ,107864,107595,C,
orf19.7489,,R,82.7 ,0.075 ,112.4 ,0.075 ,1.4 ,0.215117209,1.1 ,0.075 ,112632,108226,C,
orf19.7488,,R,298.5 ,0.084 ,354.8 ,0.084 ,1.2 ,0.614655648,1.0 ,0.084 ,116160,115609,C,
orf19.7487,,R,39.5 ,0.142 ,39.2 ,0.142 ,1.0 ,0.450667827,1.1 ,0.142 ,116823,118079,W,
orf19.7486,MRPL6,R,340.9 ,0.049 ,413.2 ,0.049 ,1.2 ,0.62354246,1.0 ,0.049 ,118396,119097,W,
orf19.7485,,R,1830.1 ,0.095 ,2293.1 ,0.095 ,1.3 ,0.020759135,1.0 ,0.095 ,119377,120258,W,
orf19.7484,ADE1,R,4421.0 ,0.065 ,3860.0 ,0.065 ,0.9 ,0.420746315,1.0 ,0.065 ,121861,120986,C,
orf19.7483,CRM1,R,1199.3 ,0.073 ,970.2 ,0.073 ,0.8 ,0.767061352,1.0 ,0.073 ,125565,122326,C,
orf19.7482,,R,19.7 ,0.044 ,8.1 ,0.044 ,1.0 ,0.262375063,1.0 ,0.044 ,126534,127088,W,
orf19.7481,MDH1,R,3978.7 ,0.057 ,5477.6 ,0.057 ,1.4 ,0.148111907,1.0 ,0.057 ,128189,127176,C,
orf19.7480,,R,5.6 ,0.017 ,26.1 ,0.017 ,1.0 ,0.34565265,1.0 ,0.017 ,129416,130015,W,
orf19.7479,NTH1,R,2106.6 ,0.073 ,1856.2 ,0.073 ,0.9 ,0.195495396,1.0 ,0.073 ,130650,133373,W,
orf19.7478,,R,207.8 ,0.046 ,161.5 ,0.046 ,0.8 ,0.168304262,1.0 ,0.046 ,134047,135579,W,
orf19.7477,YRB1,R,1457.8 ,0.060 ,1881.6 ,0.060 ,1.3 ,0.004132787,1.0 ,0.060 ,136157,136795,W,
orf19.7475,PHO81,R,206.9 ,0.051 ,191.9 ,0.051 ,0.9 ,0.319754408,1.0 ,0.051 ,137391,141383,W,
orf19.7473,,R,332.3 ,0.040 ,409.7 ,0.040 ,1.2 ,0.24090748,1.0 ,0.040 ,143784,141511,C,
orf19.7472,IFF4,R,140.4 ,0.111 ,124.1 ,0.111 ,0.9 ,0.337670934,1.0 ,0.111 ,145031,149611,W,
orf19.7469,ARG1,R,1885.9 ,0.053 ,3265.1 ,0.053 ,1.7 ,0.239467352,1.0 ,0.053 ,151359,149878,C,
orf19.7468,,R,87.2 ,0.093 ,47.0 ,0.093 ,1.0 ,0.093948881,1.0 ,0.093 ,152187,153800,W,
orf19.7466,ACC1,R,17738.1 ,0.065 ,15967.7 ,0.065 ,0.9 ,0.985030338,1.0 ,0.065 ,155204,162019,W,
orf19.7464,,R,2.9 ,0.041 ,0.0 ,0.041 ,1.0 ,0.363217468,1.1 ,0.041 ,163022,164161,W,
orf19.7463,,R,76.3 ,0.224 ,90.2 ,0.224 ,1.0 ,0.396119776,1.1 ,0.224 ,164523,165788,W,
orf19.7460,,R,262.2 ,0.053 ,221.1 ,0.053 ,0.8 ,0.531438925,1.0 ,0.053 ,167072,165840,C,
orf19.3287,BUD22,R,118.6 ,0.058 ,114.3 ,0.058 ,1.0 ,0.480585717,1.1 ,0.058 ,167253,168632,W,
orf19.3286,,R,203.5 ,0.075 ,288.6 ,0.075 ,1.4 ,0.138054442,1.0 ,0.075 ,170088,168760,C,
orf19.3285,,R,69.7 ,0.060 ,63.0 ,0.060 ,1.0 ,0.613172276,1.0 ,0.060 ,170227,171612,W,
orf19.3284,,R,16.2 ,0.068 ,9.0 ,0.068 ,1.0 ,0.333729397,1.0 ,0.068 ,171669,171992,W,
orf19.3283,,R,148.4 ,0.045 ,147.7 ,0.045 ,1.0 ,0.845845409,1.0 ,0.045 ,172342,171653,C,
orf19.3282,BMT3,R,512.1 ,0.051 ,549.1 ,0.051 ,1.1 ,0.648772959,1.0 ,0.051 ,174635,172986,C,
orf19.3281,,R,1293.1 ,0.048 ,1060.6 ,0.048 ,0.8 ,0.782872244,1.1 ,0.048 ,177251,175815,C,
orf19.3280,,R,0.0 ,0.078 ,0.0 ,0.078 ,1.0 ,NA,1.1 ,0.078 ,178157,178540,W,
orf19.3279,HYR4,R,162.0 ,0.102 ,209.0 ,0.102 ,1.3 ,0.121695298,1.1 ,0.102 ,181477,177800,C,
orf19.3278,GSY1,R,5103.2 ,0.093 ,7498.4 ,0.093 ,1.5 ,0.046335377,1.0 ,0.093 ,184247,182262,C,
orf19.3277,,R,104.8 ,0.093 ,76.1 ,0.093 ,0.7 ,0.477844616,1.0 ,0.093 ,185744,185406,C,
orf19.3276,PWP2,R,799.6 ,0.043 ,832.0 ,0.043 ,1.0 ,0.765769534,1.0 ,0.043 ,189010,186242,C,
orf19.3275,,R,252.2 ,0.075 ,240.5 ,0.075 ,1.0 ,0.696840458,1.0 ,0.075 ,189245,189640,W,
orf19.3273,,R,675.9 ,0.047 ,674.3 ,0.047 ,1.0 ,0.154526715,1.0 ,0.047 ,190663,189682,C,
orf19.3272,,R,460.3 ,0.049 ,541.1 ,0.049 ,1.2 ,0.891988185,1.0 ,0.049 ,191184,192179,W,
orf19.3271,,R,473.0 ,0.065 ,402.2 ,0.065 ,0.9 ,0.140541552,1.0 ,0.065 ,191908,191354,C,
orf19.3269,GSL2,R,140.9 ,0.082 ,88.9 ,0.082 ,0.6 ,0.162582883,1.1 ,0.082 ,197102,192180,C,
orf19.3268,TMA19,R,45805.4 ,0.096 ,33526.8 ,0.096 ,0.7 ,0.186638046,1.0 ,0.096 ,198468,197965,C,
orf19.3267,,R,156.9 ,0.100 ,175.3 ,0.100 ,1.1 ,0.359514915,1.0 ,0.100 ,199875,198814,C,
orf19.3266,,R,135.7 ,0.048 ,186.3 ,0.048 ,1.4 ,0.380732013,1.0 ,0.048 ,200129,201214,W,
orf19.3265,TRM1,R,632.1 ,0.058 ,575.1 ,0.058 ,0.9 ,0.307023937,1.0 ,0.058 ,202224,203894,W,
orf19.3264,CCE1,R,24.4 ,0.028 ,45.8 ,0.028 ,1.0 ,0.336022671,1.0 ,0.028 ,207731,208729,W,
orf19.3263,,R,881.2 ,0.039 ,593.4 ,0.039 ,0.7 ,0.27075865,1.0 ,0.039 ,210190,210642,W,
orf19.3261,,R,1221.8 ,0.151 ,433.3 ,0.151 ,0.4 ,0.091625424,1.0 ,0.151 ,215629,216156,W,
orf19.3260,,R,1130.0 ,0.091 ,1242.4 ,0.091 ,1.1 ,0.413937448,1.1 ,0.091 ,218979,216784,C,
orf19.3259,,R,578.2 ,0.033 ,655.4 ,0.033 ,1.1 ,0.227214386,1.0 ,0.033 ,221211,221711,W,
orf19.3256,SLN1,R,510.9 ,0.069 ,468.9 ,0.069 ,0.9 ,0.064885771,1.0 ,0.069 ,226003,221882,C,
orf19.3255,TEN1,R,631.4 ,0.083 ,547.9 ,0.083 ,0.9 ,0.446496892,1.0 ,0.083 ,227661,228041,W,
orf19.3254,,R,24.7 ,0.058 ,35.8 ,0.058 ,1.0 ,0.472452033,1.0 ,0.058 ,230394,228574,C,
orf19.3252,DAL81,R,346.9 ,0.046 ,207.8 ,0.046 ,0.6 ,0.023674813,1.0 ,0.046 ,231768,234404,W,
orf19.3251,ARC19,R,664.2 ,0.073 ,952.9 ,0.073 ,1.4 ,0.035448955,1.0 ,0.073 ,235166,234564,C,
orf19.3250,,R,489.0 ,0.049 ,543.6 ,0.049 ,1.1 ,0.832645001,1.0 ,0.049 ,237207,235399,C,
orf19.3249,LAG1,R,418.2 ,0.053 ,492.4 ,0.053 ,1.2 ,0.0959864,1.1 ,0.053 ,238186,239424,W,
orf19.3248,,R,85.8 ,0.051 ,67.4 ,0.051 ,1.0 ,0.150293062,1.0 ,0.051 ,239887,240888,W,
orf19.3247,,R,1144.7 ,0.056 ,887.0 ,0.056 ,0.8 ,0.398227982,1.0 ,0.056 ,241123,247626,W,
orf19.3245,,R,782.1 ,0.084 ,748.9 ,0.084 ,1.0 ,0.719183629,1.1 ,0.084 ,248136,250682,W,
orf19.3244,,R,374.2 ,0.150 ,416.4 ,0.150 ,1.1 ,0.643472221,1.1 ,0.150 ,251220,250801,C,
orf19.3243,SRP54,R,1428.3 ,0.045 ,1481.9 ,0.045 ,1.0 ,0.625191951,1.0 ,0.045 ,251463,253133,W,
orf19.3242,,R,1130.5 ,0.167 ,1297.9 ,0.167 ,1.1 ,0.191703161,1.2 ,0.167 ,254003,253269,C,
orf19.3241,,R,267.7 ,0.114 ,233.1 ,0.114 ,0.9 ,0.309350708,1.1 ,0.114 ,254241,258494,W,
orf19.3240,ERG27,R,1338.1 ,0.089 ,1079.0 ,0.089 ,0.8 ,0.143123539,1.0 ,0.089 ,259606,258566,C,
orf19.3239,CTF18,R,800.1 ,0.082 ,621.6 ,0.082 ,0.8 ,0.109829259,1.1 ,0.082 ,262366,259805,C,
orf19.3238,,R,5.8 ,0.132 ,9.6 ,0.132 ,1.0 ,0.422649731,1.1 ,0.132 ,269104,269505,W,
orf19.3237,,R,916.7 ,0.076 ,1038.8 ,0.076 ,1.1 ,0.060033701,1.0 ,0.076 ,269863,274998,W,
orf19.3235,,R,471.1 ,0.041 ,703.2 ,0.041 ,1.5 ,0.560699123,1.0 ,0.041 ,275367,276209,W,
orf19.3234.1,SFT1,R,95.8 ,0.086 ,104.0 ,0.086 ,1.1 ,0.457293595,1.0 ,0.086 ,276559,276263,C,
